"No.","Time","Source","Destination","Protocol","Length","Info"
"797","14.526242","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"798","14.526446","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"799","14.555358","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=133940 Ack=52329 Win=64128 Len=0 TSval=1092423484 TSecr=648050522"
"800","14.677065","17.248.248.50","10.90.119.247","TLSv1.3","1105","Application Data"
"801","14.677133","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=52329 Ack=134979 Win=129984 Len=0 TSval=648050672 TSecr=1092423590"
"802","14.687481","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"803","14.687646","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"804","14.748402","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=134979 Ack=52993 Win=64128 Len=0 TSval=1092423662 TSecr=648050682"
"805","14.846275","17.248.248.50","10.90.119.247","TLSv1.3","1104","Application Data"
"806","14.846343","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=52993 Ack=136017 Win=129984 Len=0 TSval=648050839 TSecr=1092423767"
"807","14.866141","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"808","14.866708","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"809","14.944986","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=136017 Ack=53657 Win=64128 Len=0 TSval=1092423847 TSecr=648050858"
"810","14.946911","17.248.248.50","10.90.119.247","TLSv1.3","1175","Application Data"
"811","14.946958","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=53657 Ack=137126 Win=129920 Len=0 TSval=648050937 TSecr=1092423849"
"812","14.966189","10.90.119.247","17.253.57.208","TCP","78","60829  >  80 [SYN, ECE, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=648050956 TSecr=0 SACK_PERM"
"813","15.047464","17.253.57.208","10.90.119.247","TCP","74","80  >  60829 [SYN, ACK, ECE] Seq=0 Ack=1 Win=64980 Len=0 MSS=1456 SACK_PERM TSval=1185683490 TSecr=648050956 WS=256"
"814","15.047702","10.90.119.247","17.253.57.208","TCP","66","60829  >  80 [ACK] Seq=1 Ack=1 Win=131392 Len=0 TSval=648051037 TSecr=1185683490"
"815","15.047964","10.90.119.247","17.253.57.208","HTTP","364","GET /ocsp-devid01/ME4wTKADAgEAMEUwQzBBMAkGBSsOAwIaBQAEFDOB0e%2FbaLCFIU0u76%2BMSmlkPCpsBBRXF%2B2iz9x8mKEQ4Py%2Bhy0s8uMXVAIIAMv4AYZHo4M%3D HTTP/1.1 "
"816","15.096960","17.253.57.208","10.90.119.247","TCP","66","80  >  60829 [ACK] Seq=1 Ack=299 Win=64768 Len=0 TSval=1185683552 TSecr=648051037"
"817","15.101842","17.253.57.208","10.90.119.247","TCP","1510","80  >  60829 [ACK] Seq=1 Ack=299 Win=64768 Len=1444 TSval=1185683552 TSecr=648051037 [TCP segment of a reassembled PDU]"
"818","15.101845","17.253.57.208","10.90.119.247","TCP","324","[TCP Previous segment not captured] 80  >  60829 [PSH, ACK] Seq=2889 Ack=299 Win=64768 Len=258 TSval=1185683552 TSecr=648051037 [TCP segment of a reassembled PDU]"
"819","15.101899","10.90.119.247","17.253.57.208","TCP","78","60829  >  80 [ACK] Seq=299 Ack=1445 Win=129920 Len=0 TSval=648051089 TSecr=1185683552 SLE=2889 SRE=3147"
"820","15.102020","17.253.57.208","10.90.119.247","TCP","1510","[TCP Out-Of-Order] 80  >  60829 [PSH, ACK] Seq=1445 Ack=299 Win=64768 Len=1444 TSval=1185683552 TSecr=648051037"
"821","15.102065","10.90.119.247","17.253.57.208","TCP","66","60829  >  80 [ACK] Seq=299 Ack=3147 Win=129344 Len=0 TSval=648051089 TSecr=1185683552"
"822","15.103234","10.90.119.247","17.253.57.208","TCP","66","60829  >  80 [FIN, ACK] Seq=299 Ack=3147 Win=131072 Len=0 TSval=648051090 TSecr=1185683552"
"823","15.124298","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"824","15.124523","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"825","15.153817","Cisco_7d:ab:a0","Broadcast","ARP","42","Gratuitous ARP for 10.90.110.158 (Request)"
"826","15.162535","17.253.57.208","10.90.119.247","TCP","66","80  >  60829 [FIN, ACK] Seq=3147 Ack=300 Win=64768 Len=0 TSval=1185683612 TSecr=648051090"
"827","15.162608","10.90.119.247","17.253.57.208","TCP","66","60829  >  80 [ACK] Seq=300 Ack=3148 Win=131072 Len=0 TSval=648051149 TSecr=1185683612"
"828","15.190196","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=137126 Ack=54321 Win=64128 Len=0 TSval=1092424101 TSecr=648051111"
"829","15.286352","17.248.248.50","10.90.119.247","TCP","1514","443  >  60815 [ACK] Seq=137126 Ack=54321 Win=64128 Len=1448 TSval=1092424206 TSecr=648051111 [TCP segment of a reassembled PDU]"
"830","15.287248","17.248.248.50","10.90.119.247","TCP","1514","443  >  60815 [PSH, ACK] Seq=138574 Ack=54321 Win=64128 Len=1448 TSval=1092424206 TSecr=648051111 [TCP segment of a reassembled PDU]"
"831","15.287289","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=54321 Ack=140022 Win=129600 Len=0 TSval=648051271 TSecr=1092424206"
"832","15.288442","17.248.248.50","10.90.119.247","TLSv1.3","111","Application Data"
"833","15.288468","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=54321 Ack=140067 Win=131008 Len=0 TSval=648051273 TSecr=1092424207"
"834","15.322738","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"835","15.322927","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"836","15.409070","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=140067 Ack=54985 Win=64128 Len=0 TSval=1092424317 TSecr=648051307"
"837","15.410198","17.248.248.50","10.90.119.247","TLSv1.3","1176","Application Data"
"838","15.410242","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=54985 Ack=141177 Win=129920 Len=0 TSval=648051393 TSecr=1092424318"
"839","15.417566","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"840","15.417733","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"841","15.488441","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=141177 Ack=55649 Win=64128 Len=0 TSval=1092424391 TSecr=648051400"
"842","15.496870","17.248.248.50","10.90.119.247","TLSv1.3","1174","Application Data"
"843","15.496921","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=55649 Ack=142285 Win=129920 Len=0 TSval=648051478 TSecr=1092424392"
"844","15.529096","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"845","15.529490","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"846","15.619542","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=142285 Ack=56313 Win=64128 Len=0 TSval=1092424536 TSecr=648051509"
"847","15.676053","Cisco_7d:ab:a0","Broadcast","ARP","42","Gratuitous ARP for 10.90.123.37 (Reply)"
"848","15.729749","17.248.248.50","10.90.119.247","TCP","1514","443  >  60815 [ACK] Seq=142285 Ack=56313 Win=64128 Len=1448 TSval=1092424641 TSecr=648051509 [TCP segment of a reassembled PDU]"
"849","15.730856","17.248.248.50","10.90.119.247","TLSv1.3","1487","Application Data"
"850","15.730897","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=56313 Ack=145154 Win=129600 Len=0 TSval=648051708 TSecr=1092424641"
"851","15.781180","10.90.119.247","17.253.57.208","TCP","78","60830  >  80 [SYN, ECE, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=648051758 TSecr=0 SACK_PERM"
"852","15.844068","17.253.57.208","10.90.119.247","TCP","74","80  >  60830 [SYN, ACK, ECE] Seq=0 Ack=1 Win=64980 Len=0 MSS=1456 SACK_PERM TSval=2929249655 TSecr=648051758 WS=256"
"853","15.844180","10.90.119.247","17.253.57.208","TCP","66","60830  >  80 [ACK] Seq=1 Ack=1 Win=131392 Len=0 TSval=648051820 TSecr=2929249655"
"854","15.844661","10.90.119.247","17.253.57.208","HTTP","366","GET /ocsp03-devid06/ME4wTKADAgEAMEUwQzBBMAkGBSsOAwIaBQAEFDOB0e%2FbaLCFIU0u76%2BMSmlkPCpsBBRXF%2B2iz9x8mKEQ4Py%2Bhy0s8uMXVAIIQ389zOsNmX8%3D HTTP/1.1 "
"855","15.892991","17.253.57.208","10.90.119.247","TCP","66","80  >  60830 [ACK] Seq=1 Ack=301 Win=64768 Len=0 TSval=2929249709 TSecr=648051820"
"856","15.894585","17.253.57.208","10.90.119.247","TCP","1510","80  >  60830 [ACK] Seq=1 Ack=301 Win=64768 Len=1444 TSval=2929249709 TSecr=648051820 [TCP segment of a reassembled PDU]"
"857","15.896288","17.253.57.208","10.90.119.247","TCP","324","[TCP Previous segment not captured] 80  >  60830 [PSH, ACK] Seq=2889 Ack=301 Win=64768 Len=258 TSval=2929249709 TSecr=648051820 [TCP segment of a reassembled PDU]"
"858","15.896290","17.253.57.208","10.90.119.247","TCP","1510","[TCP Out-Of-Order] 80  >  60830 [PSH, ACK] Seq=1445 Ack=301 Win=64768 Len=1444 TSval=2929249709 TSecr=648051820"
"859","15.896353","10.90.119.247","17.253.57.208","TCP","78","60830  >  80 [ACK] Seq=301 Ack=1445 Win=131072 Len=0 TSval=648051870 TSecr=2929249709 SLE=2889 SRE=3147"
"860","15.896354","10.90.119.247","17.253.57.208","TCP","66","60830  >  80 [ACK] Seq=301 Ack=3147 Win=129344 Len=0 TSval=648051870 TSecr=2929249709"
"861","15.897539","10.90.119.247","17.253.57.208","TCP","66","60830  >  80 [FIN, ACK] Seq=301 Ack=3147 Win=131072 Len=0 TSval=648051871 TSecr=2929249709"
"862","15.899617","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"863","15.899885","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"864","15.949907","17.253.57.208","10.90.119.247","TCP","66","80  >  60830 [FIN, ACK] Seq=3147 Ack=302 Win=64768 Len=0 TSval=2929249766 TSecr=648051871"
"865","15.949990","10.90.119.247","17.253.57.208","TCP","66","60830  >  80 [ACK] Seq=302 Ack=3148 Win=131072 Len=0 TSval=648051923 TSecr=2929249766"
"866","15.950582","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=145154 Ack=56977 Win=64128 Len=0 TSval=1092424873 TSecr=648051873"
"867","15.952779","17.248.248.50","10.90.119.247","TCP","1514","443  >  60815 [ACK] Seq=145154 Ack=56977 Win=64128 Len=1448 TSval=1092424874 TSecr=648051873 [TCP segment of a reassembled PDU]"
"868","15.953863","17.248.248.50","10.90.119.247","TLSv1.3","1252","Application Data"
"869","15.953894","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=56977 Ack=147788 Win=129856 Len=0 TSval=648051926 TSecr=1092424874"
"870","15.987276","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"871","15.987507","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"872","16.003399","10.90.119.247","17.253.52.125","NTP","90","NTP Version 4, client"
"873","16.031753","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=147788 Ack=57641 Win=64128 Len=0 TSval=1092424947 TSecr=648051959"
"874","16.035185","17.248.248.50","10.90.119.247","TLSv1.3","1174","Application Data"
"875","16.035217","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=57641 Ack=148896 Win=129920 Len=0 TSval=648052006 TSecr=1092424949"
"876","16.049644","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"877","16.049896","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"878","16.119381","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=148896 Ack=58305 Win=64128 Len=0 TSval=1092425031 TSecr=648052020"
"879","16.123507","17.248.248.50","10.90.119.247","TLSv1.3","1176","Application Data"
"880","16.123561","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=58305 Ack=150006 Win=129920 Len=0 TSval=648052093 TSecr=1092425036"
"881","16.138325","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"882","16.138508","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"883","16.195499","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=150006 Ack=58969 Win=64128 Len=0 TSval=1092425105 TSecr=648052107"
"884","16.198292","17.248.248.50","10.90.119.247","TLSv1.3","1177","Application Data"
"885","16.198338","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=58969 Ack=151117 Win=129920 Len=0 TSval=648052166 TSecr=1092425107"
"886","16.214920","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"887","16.215119","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"888","16.281549","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=151117 Ack=59633 Win=64128 Len=0 TSval=1092425201 TSecr=648052182"
"889","16.282441","17.248.248.50","10.90.119.247","TLSv1.3","1177","Application Data"
"890","16.282485","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=59633 Ack=152228 Win=129920 Len=0 TSval=648052248 TSecr=1092425202"
"891","16.297692","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"892","16.297858","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"893","16.329169","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=152228 Ack=60297 Win=64128 Len=0 TSval=1092425256 TSecr=648052264"
"894","16.330965","17.248.248.50","10.90.119.247","TLSv1.3","1176","Application Data"
"895","16.331012","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=60297 Ack=153338 Win=129920 Len=0 TSval=648052296 TSecr=1092425258"
"896","16.344532","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"897","16.344695","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"898","16.374330","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=153338 Ack=60961 Win=64128 Len=0 TSval=1092425303 TSecr=648052309"
"899","16.375489","17.248.248.50","10.90.119.247","TLSv1.3","1176","Application Data"
"900","16.375537","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=60961 Ack=154448 Win=129920 Len=0 TSval=648052339 TSecr=1092425304"
"901","16.390416","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"902","16.390659","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"903","16.419531","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=154448 Ack=61625 Win=64128 Len=0 TSval=1092425348 TSecr=648052353"
"904","16.421174","17.248.248.50","10.90.119.247","TLSv1.3","1177","Application Data"
"905","16.421231","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=61625 Ack=155559 Win=129920 Len=0 TSval=648052383 TSecr=1092425350"
"906","16.438852","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"907","16.439093","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"908","16.467131","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=155559 Ack=62289 Win=64128 Len=0 TSval=1092425396 TSecr=648052400"
"909","16.469371","17.248.248.50","10.90.119.247","TLSv1.3","1176","Application Data"
"910","16.469406","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=62289 Ack=156669 Win=129920 Len=0 TSval=648052429 TSecr=1092425398"
"911","16.488879","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"912","16.489138","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"913","16.518576","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=156669 Ack=62953 Win=64128 Len=0 TSval=1092425448 TSecr=648052448"
"914","16.520022","17.248.248.50","10.90.119.247","TLSv1.3","1176","Application Data"
"915","16.520068","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=62953 Ack=157779 Win=129920 Len=0 TSval=648052478 TSecr=1092425449"
"916","16.534828","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"917","16.535085","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"918","16.564133","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=157779 Ack=63617 Win=64128 Len=0 TSval=1092425493 TSecr=648052492"
"919","16.564810","17.248.248.50","10.90.119.247","TLSv1.3","1176","Application Data"
"920","16.564843","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=63617 Ack=158889 Win=129920 Len=0 TSval=648052521 TSecr=1092425494"
"921","16.580125","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"922","16.580349","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"923","16.608168","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=158889 Ack=64281 Win=64128 Len=0 TSval=1092425537 TSecr=648052536"
"924","16.611075","17.248.248.50","10.90.119.247","TLSv1.3","1175","Application Data"
"925","16.611113","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=64281 Ack=159998 Win=129920 Len=0 TSval=648052566 TSecr=1092425539"
"926","16.630731","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"927","16.630967","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"928","16.658945","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=159998 Ack=64945 Win=64128 Len=0 TSval=1092425588 TSecr=648052585"
"929","16.661120","17.248.248.50","10.90.119.247","TLSv1.3","1176","Application Data"
"930","16.661156","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=64945 Ack=161108 Win=129920 Len=0 TSval=648052614 TSecr=1092425590"
"931","16.674979","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"932","16.675179","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"933","16.703391","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=161108 Ack=65609 Win=64128 Len=0 TSval=1092425632 TSecr=648052627"
"934","16.704769","17.248.248.50","10.90.119.247","TLSv1.3","1176","Application Data"
"935","16.704809","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=65609 Ack=162218 Win=129920 Len=0 TSval=648052656 TSecr=1092425634"
"936","16.719086","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"937","16.719315","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"938","16.748423","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=162218 Ack=66273 Win=64128 Len=0 TSval=1092425678 TSecr=648052670"
"939","16.749808","17.248.248.50","10.90.119.247","TLSv1.3","1176","Application Data"
"940","16.749845","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=66273 Ack=163328 Win=129920 Len=0 TSval=648052700 TSecr=1092425679"
"941","16.763508","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"942","16.763709","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"943","16.798672","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=163328 Ack=66937 Win=65280 Len=0 TSval=1092425721 TSecr=648052713"
"944","16.799791","17.248.248.50","10.90.119.247","TLSv1.3","1172","Application Data"
"945","16.799925","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=66937 Ack=164434 Win=129920 Len=0 TSval=648052749 TSecr=1092425723"
"946","16.800499","17.248.248.50","10.90.119.247","TLSv1.3","90","Application Data"
"947","16.800715","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=66937 Ack=164459 Win=131008 Len=0 TSval=648052749 TSecr=1092425723"
"948","16.801486","10.90.119.247","17.248.248.50","TLSv1.3","90","Application Data"
"949","16.802156","10.90.119.247","17.248.248.50","TCP","54","60815  >  443 [RST, ACK] Seq=66961 Ack=164459 Win=131008 Len=0"
"950","16.818046","10.90.119.247","17.248.248.69","TLSv1.3","631","Application Data"
"951","16.818338","10.90.119.247","17.248.248.69","TLSv1.3","165","Application Data"
"952","16.855757","17.248.248.69","10.90.119.247","TCP","66","443  >  60818 [ACK] Seq=6627 Ack=1827 Win=64128 Len=0 TSval=1328437630 TSecr=648052766"
"953","16.859599","17.248.248.69","10.90.119.247","TCP","66","443  >  60818 [ACK] Seq=6627 Ack=1926 Win=64128 Len=0 TSval=1328437631 TSecr=648052766"
"954","16.862959","17.248.248.69","10.90.119.247","TLSv1.3","1177","Application Data"
"955","16.863006","10.90.119.247","17.248.248.69","TCP","66","60818  >  443 [ACK] Seq=1926 Ack=7738 Win=129920 Len=0 TSval=648052808 TSecr=1328437632"
"956","16.882992","10.90.119.247","17.248.248.69","TLSv1.3","631","Application Data"
"957","16.883194","10.90.119.247","17.248.248.69","TLSv1.3","165","Application Data"
"958","16.912425","17.248.248.69","10.90.119.247","TCP","66","443  >  60818 [ACK] Seq=7738 Ack=2590 Win=64128 Len=0 TSval=1328437694 TSecr=648052827"
"959","16.914840","17.248.248.69","10.90.119.247","TLSv1.3","1177","Application Data"
"960","16.914889","10.90.119.247","17.248.248.69","TCP","66","60818  >  443 [ACK] Seq=2590 Ack=8849 Win=129920 Len=0 TSval=648052858 TSecr=1328437696"
"961","16.929751","10.90.119.247","17.248.248.69","TLSv1.3","631","Application Data"
"962","16.930008","10.90.119.247","17.248.248.69","TLSv1.3","165","Application Data"
"963","16.961335","17.248.248.69","10.90.119.247","TCP","66","443  >  60818 [ACK] Seq=8849 Ack=3254 Win=64128 Len=0 TSval=1328437744 TSecr=648052872"
"964","16.962120","17.248.248.69","10.90.119.247","TLSv1.3","1176","Application Data"
"965","16.962162","10.90.119.247","17.248.248.69","TCP","66","60818  >  443 [ACK] Seq=3254 Ack=9959 Win=129920 Len=0 TSval=648052903 TSecr=1328437745"
"966","16.975740","10.90.119.247","17.248.248.69","TLSv1.3","631","Application Data"
"967","16.976000","10.90.119.247","17.248.248.69","TLSv1.3","165","Application Data"
"968","16.996458","142.250.184.74","10.90.119.247","TLSv1.2","151","Application Data"
"969","16.996511","10.90.119.247","142.250.184.74","TCP","66","60691  >  443 [ACK] Seq=1 Ack=86 Win=2046 Len=0 TSval=648052937 TSecr=464123175"
"970","17.007665","17.248.248.69","10.90.119.247","TCP","66","443  >  60818 [ACK] Seq=9959 Ack=3918 Win=64128 Len=0 TSval=1328437788 TSecr=648052917"
"971","17.010003","17.248.248.69","10.90.119.247","TLSv1.3","1177","Application Data"
"972","17.010051","10.90.119.247","17.248.248.69","TCP","66","60818  >  443 [ACK] Seq=3918 Ack=11070 Win=129920 Len=0 TSval=648052950 TSecr=1328437791"
"973","17.024770","10.90.119.247","17.248.248.69","TLSv1.3","631","Application Data"
"974","17.024948","10.90.119.247","17.248.248.69","TLSv1.3","165","Application Data"
"975","17.078478","17.248.248.69","10.90.119.247","TCP","66","443  >  60818 [ACK] Seq=11070 Ack=4582 Win=64128 Len=0 TSval=1328437852 TSecr=648052964"
"976","17.081144","17.248.248.69","10.90.119.247","TLSv1.3","1177","Application Data"
"977","17.081230","10.90.119.247","17.248.248.69","TCP","66","60818  >  443 [ACK] Seq=4582 Ack=12181 Win=129920 Len=0 TSval=648053019 TSecr=1328437853"
"978","17.102202","10.90.119.247","17.248.248.69","TLSv1.3","631","Application Data"
"979","17.102391","10.90.119.247","17.248.248.69","TLSv1.3","165","Application Data"
"980","17.129061","17.248.248.69","10.90.119.247","TCP","66","443  >  60818 [ACK] Seq=12181 Ack=5246 Win=64128 Len=0 TSval=1328437913 TSecr=648053039"
"981","17.133092","17.248.248.69","10.90.119.247","TLSv1.3","1175","Application Data"
"982","17.133146","10.90.119.247","17.248.248.69","TCP","66","60818  >  443 [ACK] Seq=5246 Ack=13290 Win=129920 Len=0 TSval=648053069 TSecr=1328437914"
"983","17.151404","10.90.119.247","17.248.248.69","TLSv1.3","631","Application Data"
"984","17.151586","10.90.119.247","17.248.248.69","TLSv1.3","165","Application Data"
"985","17.181440","17.248.248.69","10.90.119.247","TCP","66","443  >  60818 [ACK] Seq=13290 Ack=5910 Win=64128 Len=0 TSval=1328437963 TSecr=648053087"
"986","17.181443","17.248.248.69","10.90.119.247","TLSv1.3","1176","Application Data"
"987","17.181548","10.90.119.247","17.248.248.69","TCP","66","60818  >  443 [ACK] Seq=5910 Ack=14400 Win=129920 Len=0 TSval=648053117 TSecr=1328437965"
"988","17.200560","10.90.119.247","17.248.248.69","TLSv1.3","631","Application Data"
"989","17.200734","10.90.119.247","17.248.248.69","TLSv1.3","165","Application Data"
"990","17.227307","17.248.248.69","10.90.119.247","TCP","66","443  >  60818 [ACK] Seq=14400 Ack=6574 Win=64128 Len=0 TSval=1328438012 TSecr=648053135"
"991","17.228048","17.248.248.69","10.90.119.247","TLSv1.3","1177","Application Data"
"992","17.228087","10.90.119.247","17.248.248.69","TCP","66","60818  >  443 [ACK] Seq=6574 Ack=15511 Win=129920 Len=0 TSval=648053161 TSecr=1328438013"
"993","17.242654","10.90.119.247","17.248.248.69","TLSv1.3","631","Application Data"
"994","17.242895","10.90.119.247","17.248.248.69","TLSv1.3","165","Application Data"
"995","17.277335","17.248.248.69","10.90.119.247","TCP","66","443  >  60818 [ACK] Seq=15511 Ack=7238 Win=64128 Len=0 TSval=1328438054 TSecr=648053176"
"996","17.278158","17.248.248.69","10.90.119.247","TLSv1.3","1176","Application Data"
"997","17.278229","10.90.119.247","17.248.248.69","TCP","66","60818  >  443 [ACK] Seq=7238 Ack=16621 Win=129920 Len=0 TSval=648053210 TSecr=1328438056"
"998","17.298456","10.90.119.247","17.248.248.69","TLSv1.3","631","Application Data"
"999","17.298675","10.90.119.247","17.248.248.69","TLSv1.3","165","Application Data"
"1000","17.325118","17.248.248.69","10.90.119.247","TCP","66","443  >  60818 [ACK] Seq=16621 Ack=7902 Win=64128 Len=0 TSval=1328438110 TSecr=648053230"
"1001","17.328470","17.248.248.69","10.90.119.247","TLSv1.3","1176","Application Data"
"1002","17.328530","10.90.119.247","17.248.248.69","TCP","66","60818  >  443 [ACK] Seq=7902 Ack=17731 Win=129920 Len=0 TSval=648053259 TSecr=1328438113"
"1003","17.353560","10.90.119.247","17.248.248.69","TLSv1.3","631","Application Data"
"1004","17.353899","10.90.119.247","17.248.248.69","TLSv1.3","165","Application Data"
"1005","17.379625","17.248.248.69","10.90.119.247","TCP","66","443  >  60818 [ACK] Seq=17731 Ack=8566 Win=64128 Len=0 TSval=1328438165 TSecr=648053284"
"1006","17.381234","17.248.248.69","10.90.119.247","TLSv1.3","1176","Application Data"
"1007","17.381283","10.90.119.247","17.248.248.69","TCP","66","60818  >  443 [ACK] Seq=8566 Ack=18841 Win=129920 Len=0 TSval=648053311 TSecr=1328438166"
"1008","17.397094","17.248.145.230","10.90.119.247","TLSv1.2","105","Application Data"
"1009","17.397148","10.90.119.247","17.248.145.230","TCP","66","60805  >  443 [ACK] Seq=1 Ack=40 Win=2047 Len=0 TSval=648053325 TSecr=795665322"
"1010","17.397252","17.248.145.230","10.90.119.247","TLSv1.2","90","Application Data"
